CHỈ TIÊU,THỜI GIAN,GIÁ TRỊ,Mã Chứng Khoán
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2024,772.41,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2024,0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2024,96.94,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2024,433.04,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2024,-268.30,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2024,115.37,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2024,96.94,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2024,0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2024,212.30,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2024,827.88,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2024,-166.16,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2024,-111.82,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2024,212.30,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2024,-0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2024,100.48,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2019,-224.84,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2019,5.90,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2019,-290.27,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2019,331.05,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2019,0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2019,40.78,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2019,193.03,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2019,12.57,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2019,-19.62,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2019,40.78,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2019,0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2019,21.16,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2019,-88.16,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2019,84.00,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2019,98.25,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2019,21.16,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2019,-0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2019,119.41,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2019,33.47,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2019,-193.22,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2019,18.76,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2019,119.41,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2019,-0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2019,138.17,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2020,209.57,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2020,74.12,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2020,132.87,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2020,138.17,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2020,0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2020,271.04,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2020,-26.77,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2020,-46.00,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2020,81.16,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2020,271.04,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2020,-0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2020,352.20,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2020,-277.33,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2020,450.98,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2020,-20.52,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2020,352.20,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2020,-0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2020,331.68,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2020,-123.58,AGG
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2020,92.64,AGG
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2020,186.94,AGG
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2020,331.68,AGG
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2020,-0.00,AGG
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2020,518.61,AGG
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2020,46.20,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2020,-41.76,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2020,-1.54,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2020,4.73,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2020,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2020,3.19,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2020,-8.94,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2020,104.52,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2020,8.47,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2020,3.19,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2020,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2020,11.65,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2021,8.44,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2021,55.44,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2021,-10.40,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2021,11.39,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2021,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2021,1.00,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2021,-35.62,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2021,31.76,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2021,0.20,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2021,1.00,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2021,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2021,1.20,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2021,-19.12,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2021,-12.05,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2021,1.72,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2021,1.20,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2021,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2021,2.92,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2021,6.94,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2021,49.61,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2021,9.19,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2021,2.92,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2021,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2021,12.11,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2022,0.83,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2022,11.82,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2022,-8.79,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2022,12.05,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2022,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2022,3.25,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2022,-129.59,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2022,151.93,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2022,-0.36,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2022,3.77,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2022,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2022,3.41,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2023,-29.62,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2023,-22.21,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2023,-2.01,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2023,4.60,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2023,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2023,2.59,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2023,6.91,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2023,1.33,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2023,-0.77,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2023,2.59,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2023,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2023,1.82,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2023,-13.13,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2023,-4.60,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2023,0.54,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2023,1.82,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2023,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2023,2.36,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2023,25.18,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2023,-147.79,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2023,-1.36,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2023,2.36,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2023,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2023,1.00,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2024,-11.33,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2024,-1.98,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2024,0.26,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2024,1.12,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2024,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2024,1.38,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2024,60.15,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2024,-8.54,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2024,-0.41,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2024,1.38,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2024,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2024,0.97,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2024,28.59,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2024,-15.84,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2024,0.35,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2024,0.97,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2024,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2024,1.33,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2017,-61.83,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2017,-0.65,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2017,17.88,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2017,3.38,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2017,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2017,21.26,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2017,-1.91,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2017,31.35,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2017,-11.02,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2017,21.26,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2017,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2017,10.24,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2017,-24.62,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2017,24.00,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2017,47.15,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2017,10.24,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2017,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2017,57.39,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2018,-40.90,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2018,79.70,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2018,-37.51,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2018,57.39,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2018,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2018,19.88,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2018,-7.76,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2018,26.80,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2018,14.43,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2018,19.88,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2018,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2018,34.31,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2018,-5.00,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2018,3.48,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2018,-21.76,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2018,34.31,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2018,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2018,12.55,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2018,0.07,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2018,28.46,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2018,-5.23,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2018,12.55,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2018,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2018,7.32,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2019,-18.43,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2019,0.39,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2019,1.11,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2019,6.81,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2019,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2019,7.92,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2019,37.39,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2019,9.61,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2019,-5.92,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2019,7.92,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2019,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2019,1.99,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q3 2019,-28.70,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q3 2019,-0.63,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q3 2019,3.65,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q3 2019,1.99,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q3 2019,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q3 2019,5.65,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q4 2019,-48.59,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q4 2019,3.41,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q4 2019,11.93,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q4 2019,5.65,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q4 2019,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q4 2019,17.58,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q1 2020,-40.50,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q1 2020,54.55,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q1 2020,-15.53,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q1 2020,18.37,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q1 2020,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q1 2020,2.84,LEC
Lưu Chuyển Tiền Tệ Ròng Từ Hoạt Động Đầu Tư,Q2 2020,0.00,LEC
Lưu Chuyển Tiền Tệ Từ Hoạt Động Tài Chính,Q2 2020,-4.07,LEC
Lưu Chuyển Tiền Thuần Trong Kỳ,Q2 2020,1.89,LEC
Tiền Và Tương Đương Tiền Đầu Kỳ,Q2 2020,2.84,LEC
Ảnh Hưởng Của Chênh Lệch Tỷ Giá,Q2 2020,0.00,LEC
Tiền Và Tương Đương Tiền Cuối Kỳ,Q2 2020,4.73,LEC
